id,vid,tupleid,tablename,attribute,oldvalue,newvalue,time
2853,34446,16079,TB_FLIGHTS_DIRTY,departuregate,'B31','A5',2017-10-16 15:56:45.111570
2854,34439,72916,TB_FLIGHTS_DIRTY,departuregate,'C20','A5',2017-10-16 15:56:45.111570
2855,34446,72917,TB_FLIGHTS_DIRTY,departuregate,'C20','A5',2017-10-16 15:56:45.111570
2856,33313,18643,TB_FLIGHTS_DIRTY,departuregate,'B31','A5',2017-10-16 15:56:45.111570
2857,34210,28477,TB_FLIGHTS_DIRTY,departuregate,'C26','A5',2017-10-16 15:56:45.111570
2858,34418,68127,TB_FLIGHTS_DIRTY,departuregate,'C20','A5',2017-10-16 15:56:45.111570
2859,33325,18644,TB_FLIGHTS_DIRTY,departuregate,'B31','A5',2017-10-16 15:56:45.111570
2860,34425,68128,TB_FLIGHTS_DIRTY,departuregate,'C20','A5',2017-10-16 15:56:45.111570
2861,22137,32760,TB_FLIGHTS_DIRTY,departuregate,'A4','A5',2017-10-16 15:56:45.111570
2862,34301,8508,TB_FLIGHTS_DIRTY,departuregate,'C20','A5',2017-10-16 15:56:45.111570
2863,34136,6102,TB_FLIGHTS_DIRTY,departuregate,'C26','A5',2017-10-16 15:56:45.111570
2864,34346,34065,TB_FLIGHTS_DIRTY,departuregate,'C20','A5',2017-10-16 15:56:45.111570
2865,34280,51069,TB_FLIGHTS_DIRTY,departuregate,'C18','A5',2017-10-16 15:56:45.111570
2866,34096,23432,TB_FLIGHTS_DIRTY,departuregate,'C22','A5',2017-10-16 15:56:45.111570
2867,21708,32759,TB_FLIGHTS_DIRTY,departuregate,'A4','A5',2017-10-16 15:56:45.111570
2868,34266,51067,TB_FLIGHTS_DIRTY,departuregate,'C18','A5',2017-10-16 15:56:45.111570
2869,34409,55956,TB_FLIGHTS_DIRTY,departuregate,'C20','A5',2017-10-16 15:56:45.111570
2870,34403,55955,TB_FLIGHTS_DIRTY,departuregate,'C20','A5',2017-10-16 15:56:45.111570
2871,34353,38938,TB_FLIGHTS_DIRTY,departuregate,'C20','A5',2017-10-16 15:56:45.111570
2872,22610,32761,TB_FLIGHTS_DIRTY,departuregate,'A4','A5',2017-10-16 15:56:45.111570
2873,34161,11032,TB_FLIGHTS_DIRTY,departuregate,'C26','A5',2017-10-16 15:56:45.111570
2874,34169,14355,TB_FLIGHTS_DIRTY,departuregate,'C26','A5',2017-10-16 15:56:45.111570
2875,34193,28475,TB_FLIGHTS_DIRTY,departuregate,'C26','A5',2017-10-16 15:56:45.111570
2876,34332,34063,TB_FLIGHTS_DIRTY,departuregate,'C20','A5',2017-10-16 15:56:45.111570
2877,34322,21002,TB_FLIGHTS_DIRTY,departuregate,'C20','A5',2017-10-16 15:56:45.111570
2878,34120,6100,TB_FLIGHTS_DIRTY,departuregate,'C26','A5',2017-10-16 15:56:45.111570
2879,34339,34064,TB_FLIGHTS_DIRTY,departuregate,'C20','A5',2017-10-16 15:56:45.111570
2880,34380,43994,TB_FLIGHTS_DIRTY,departuregate,'C20','A5',2017-10-16 15:56:45.111570
2881,34202,28476,TB_FLIGHTS_DIRTY,departuregate,'C26','A5',2017-10-16 15:56:45.111570
2882,34286,8506,TB_FLIGHTS_DIRTY,departuregate,'C20','A5',2017-10-16 15:56:45.111570
2883,34153,11031,TB_FLIGHTS_DIRTY,departuregate,'C26','A5',2017-10-16 15:56:45.111570
2884,34373,43993,TB_FLIGHTS_DIRTY,departuregate,'C20','A5',2017-10-16 15:56:45.111570
2885,34129,6101,TB_FLIGHTS_DIRTY,departuregate,'C26','A5',2017-10-16 15:56:45.111570
2886,33957,16077,TB_FLIGHTS_DIRTY,departuregate,'B31','A5',2017-10-16 15:56:45.111570
2887,34294,8507,TB_FLIGHTS_DIRTY,departuregate,'C20','A5',2017-10-16 15:56:45.111570
2888,34432,68129,TB_FLIGHTS_DIRTY,departuregate,'C20','A5',2017-10-16 15:56:45.111570
2889,34218,36471,TB_FLIGHTS_DIRTY,departuregate,'C26','A5',2017-10-16 15:56:45.111570
2890,34088,72918,TB_FLIGHTS_DIRTY,departuregate,'C20','A5',2017-10-16 15:56:45.111570
2891,20879,30996,TB_FLIGHTS_DIRTY,departuregate,'A2','A5',2017-10-16 15:56:45.111570
2892,34360,38939,TB_FLIGHTS_DIRTY,departuregate,'C20','A5',2017-10-16 15:56:45.111570
2893,34144,11030,TB_FLIGHTS_DIRTY,departuregate,'C26','A5',2017-10-16 15:56:45.111570
2894,34388,43995,TB_FLIGHTS_DIRTY,departuregate,'C20','A5',2017-10-16 15:56:45.111570
2895,33318,18642,TB_FLIGHTS_DIRTY,departuregate,'B31','A5',2017-10-16 15:56:45.111570
2896,34257,16078,TB_FLIGHTS_DIRTY,departuregate,'B31','A5',2017-10-16 15:56:45.111570
2897,34177,14356,TB_FLIGHTS_DIRTY,departuregate,'C26','A5',2017-10-16 15:56:45.111570
2898,34186,14357,TB_FLIGHTS_DIRTY,departuregate,'C26','A5',2017-10-16 15:56:45.111570
2899,34233,36473,TB_FLIGHTS_DIRTY,departuregate,'C26','A5',2017-10-16 15:56:45.111570
2900,34315,21001,TB_FLIGHTS_DIRTY,departuregate,'C20','A5',2017-10-16 15:56:45.111570
2901,20425,30997,TB_FLIGHTS_DIRTY,departuregate,'A2','A5',2017-10-16 15:56:45.111570
2902,34308,21000,TB_FLIGHTS_DIRTY,departuregate,'C20','A5',2017-10-16 15:56:45.111570
2903,34367,38940,TB_FLIGHTS_DIRTY,departuregate,'C20','A5',2017-10-16 15:56:45.111570
2904,34249,48859,TB_FLIGHTS_DIRTY,departuregate,'C26','A5',2017-10-16 15:56:45.111570
2905,34241,48858,TB_FLIGHTS_DIRTY,departuregate,'C26','A5',2017-10-16 15:56:45.111570
2906,21330,30998,TB_FLIGHTS_DIRTY,departuregate,'A2','A5',2017-10-16 15:56:45.111570
2907,39433,42616,TB_FLIGHTS_DIRTY,departuregate,'D25','D14',2017-10-16 15:56:45.111570
2908,39438,42617,TB_FLIGHTS_DIRTY,departuregate,'D25','D14',2017-10-16 15:56:45.111570
2909,39428,42615,TB_FLIGHTS_DIRTY,departuregate,'D25','D14',2017-10-16 15:56:45.111570
2910,39760,26217,TB_FLIGHTS_DIRTY,departuregate,'B33','B31',2017-10-16 15:56:45.111570
2911,39789,44301,TB_FLIGHTS_DIRTY,departuregate,'B36','B31',2017-10-16 15:56:45.111570
2912,39608,15285,TB_FLIGHTS_DIRTY,departuregate,27,'B31',2017-10-16 15:56:45.111570
2913,39654,15286,TB_FLIGHTS_DIRTY,departuregate,27,'B31',2017-10-16 15:56:45.111570
2914,39789,26219,TB_FLIGHTS_DIRTY,departuregate,'B33','B31',2017-10-16 15:56:45.111570
2915,39563,15284,TB_FLIGHTS_DIRTY,departuregate,27,'B31',2017-10-16 15:56:45.111570
2916,39784,44300,TB_FLIGHTS_DIRTY,departuregate,'B36','B31',2017-10-16 15:56:45.111570
2917,39774,26218,TB_FLIGHTS_DIRTY,departuregate,'B33','B31',2017-10-16 15:56:45.111570
2918,39779,44299,TB_FLIGHTS_DIRTY,departuregate,'B36','B31',2017-10-16 15:56:45.111570
2919,39870,23578,TB_FLIGHTS_DIRTY,departuregate,'6A','A7',2017-10-16 15:56:45.111570
2920,39855,23577,TB_FLIGHTS_DIRTY,departuregate,'6A','A7',2017-10-16 15:56:45.111570
2921,40133,23579,TB_FLIGHTS_DIRTY,departuregate,'6A','A7',2017-10-16 15:56:45.111570
2922,39885,29819,TB_FLIGHTS_DIRTY,departuregate,'A2G','87A',2017-10-16 15:56:45.111570
2923,40017,56723,TB_FLIGHTS_DIRTY,departuregate,96,'78A',2017-10-16 15:56:45.111570
2924,40017,54816,TB_FLIGHTS_DIRTY,departuregate,'A2G','78A',2017-10-16 15:56:45.111570
2925,45294,31799,TB_FLIGHTS_DIRTY,departuregate,'B16','B22',2017-10-16 15:56:45.111570
2926,46035,42312,TB_FLIGHTS_DIRTY,departuregate,'B18','B22',2017-10-16 15:56:45.111570
2927,45755,31801,TB_FLIGHTS_DIRTY,departuregate,'B16','B22',2017-10-16 15:56:45.111570
2928,40265,42292,TB_FLIGHTS_DIRTY,departuregate,81,'B22',2017-10-16 15:56:45.111570
2929,40352,42293,TB_FLIGHTS_DIRTY,departuregate,81,'B22',2017-10-16 15:56:45.111570
2930,46152,42313,TB_FLIGHTS_DIRTY,departuregate,'B18','B22',2017-10-16 15:56:45.111570
2931,40506,2032,TB_FLIGHTS_DIRTY,departuregate,'B16','B22',2017-10-16 15:56:45.111570
2932,40573,2033,TB_FLIGHTS_DIRTY,departuregate,'B16','B22',2017-10-16 15:56:45.111570
2933,40709,2034,TB_FLIGHTS_DIRTY,departuregate,'B16','B22',2017-10-16 15:56:45.111570
2934,40436,42294,TB_FLIGHTS_DIRTY,departuregate,81,'B22',2017-10-16 15:56:45.111570
2935,45914,42311,TB_FLIGHTS_DIRTY,departuregate,'B18','B22',2017-10-16 15:56:45.111570
2936,45448,31800,TB_FLIGHTS_DIRTY,departuregate,'B16','B22',2017-10-16 15:56:45.111570
2937,46458,34885,TB_FLIGHTS_DIRTY,departuregate,'B24','B22',2017-10-16 15:56:45.111570
2938,46463,34886,TB_FLIGHTS_DIRTY,departuregate,'B24','B22',2017-10-16 15:56:45.111570
2939,46468,34887,TB_FLIGHTS_DIRTY,departuregate,'B24','B22',2017-10-16 15:56:45.111570
2940,40185,8653,TB_FLIGHTS_DIRTY,departuregate,8,'A5',2017-10-16 15:56:45.111570
2941,40197,8654,TB_FLIGHTS_DIRTY,departuregate,8,'A5',2017-10-16 15:56:45.111570
2942,40208,8655,TB_FLIGHTS_DIRTY,departuregate,8,'A5',2017-10-16 15:56:45.111570
2943,42306,50168,TB_FLIGHTS_DIRTY,departuregate,'A3','B22',2017-10-16 15:56:45.111570
2944,41864,37916,TB_FLIGHTS_DIRTY,departuregate,'A3','B22',2017-10-16 15:56:45.111570
2945,41255,5282,TB_FLIGHTS_DIRTY,departuregate,'A3','B22',2017-10-16 15:56:45.111570
2946,41740,12592,TB_FLIGHTS_DIRTY,departuregate,'A3','B22',2017-10-16 15:56:45.111570
2947,42746,67159,TB_FLIGHTS_DIRTY,departuregate,'A3','B22',2017-10-16 15:56:45.111570
2948,41364,5283,TB_FLIGHTS_DIRTY,departuregate,'A3','B22',2017-10-16 15:56:45.111570
2949,40900,162,TB_FLIGHTS_DIRTY,departuregate,'A3','B22',2017-10-16 15:56:45.111570
2950,41615,12591,TB_FLIGHTS_DIRTY,departuregate,'A3','B22',2017-10-16 15:56:45.111570
2951,42634,67158,TB_FLIGHTS_DIRTY,departuregate,'A3','B22',2017-10-16 15:56:45.111570
2952,40777,161,TB_FLIGHTS_DIRTY,departuregate,'A3','B22',2017-10-16 15:56:45.111570
2953,41490,12590,TB_FLIGHTS_DIRTY,departuregate,'A3','B22',2017-10-16 15:56:45.111570
2954,42520,67157,TB_FLIGHTS_DIRTY,departuregate,'A3','B22',2017-10-16 15:56:45.111570
2955,42409,50169,TB_FLIGHTS_DIRTY,departuregate,'A3','B22',2017-10-16 15:56:45.111570
2956,41975,37917,TB_FLIGHTS_DIRTY,departuregate,'A3','B22',2017-10-16 15:56:45.111570
2957,42086,37918,TB_FLIGHTS_DIRTY,departuregate,'A3','B22',2017-10-16 15:56:45.111570
2958,42195,50167,TB_FLIGHTS_DIRTY,departuregate,'A3','B22',2017-10-16 15:56:45.111570
2959,41146,5281,TB_FLIGHTS_DIRTY,departuregate,'A3','B22',2017-10-16 15:56:45.111570
2960,41021,163,TB_FLIGHTS_DIRTY,departuregate,'A3','B22',2017-10-16 15:56:45.111570
2961,45673,13186,TB_FLIGHTS_DIRTY,departuregate,60,'A7',2017-10-16 15:56:45.111570
2962,45740,3080,TB_FLIGHTS_DIRTY,departuregate,64,'A7',2017-10-16 15:56:45.111570
2963,45963,15377,TB_FLIGHTS_DIRTY,departuregate,64,'A7',2017-10-16 15:56:45.111570
2964,46552,42791,TB_FLIGHTS_DIRTY,departuregate,73,'A7',2017-10-16 15:56:45.111570
2965,43924,47377,TB_FLIGHTS_DIRTY,departuregate,26,'A7',2017-10-16 15:56:45.111570
2966,42222,64285,TB_FLIGHTS_DIRTY,departuregate,16,'A7',2017-10-16 15:56:45.111570
2967,45315,59340,TB_FLIGHTS_DIRTY,departuregate,34,'A7',2017-10-16 15:56:45.111570
2968,43033,56838,TB_FLIGHTS_DIRTY,departuregate,22,'A7',2017-10-16 15:56:45.111570
2969,45156,59339,TB_FLIGHTS_DIRTY,departuregate,34,'A7',2017-10-16 15:56:45.111570
2970,44821,11896,TB_FLIGHTS_DIRTY,departuregate,32,'A7',2017-10-16 15:56:45.111570
2971,45451,13184,TB_FLIGHTS_DIRTY,departuregate,60,'A7',2017-10-16 15:56:45.111570
2972,46170,15379,TB_FLIGHTS_DIRTY,departuregate,64,'A7',2017-10-16 15:56:45.111570
2973,41658,64283,TB_FLIGHTS_DIRTY,departuregate,16,'A7',2017-10-16 15:56:45.111570
2974,43713,26799,TB_FLIGHTS_DIRTY,departuregate,23,'A7',2017-10-16 15:56:45.111570
2975,45555,13185,TB_FLIGHTS_DIRTY,departuregate,60,'A7',2017-10-16 15:56:45.111570
2976,45001,59338,TB_FLIGHTS_DIRTY,departuregate,34,'A7',2017-10-16 15:56:45.111570
2977,44481,11894,TB_FLIGHTS_DIRTY,departuregate,32,'A7',2017-10-16 15:56:45.111570
2978,44286,47379,TB_FLIGHTS_DIRTY,departuregate,26,'A7',2017-10-16 15:56:45.111570
2979,42758,56837,TB_FLIGHTS_DIRTY,departuregate,22,'A7',2017-10-16 15:56:45.111570
2980,43294,26797,TB_FLIGHTS_DIRTY,departuregate,23,'A7',2017-10-16 15:56:45.111570
2981,44657,11895,TB_FLIGHTS_DIRTY,departuregate,32,'A7',2017-10-16 15:56:45.111570
2982,43510,26798,TB_FLIGHTS_DIRTY,departuregate,23,'A7',2017-10-16 15:56:45.111570
2983,46441,21125,TB_FLIGHTS_DIRTY,departuregate,'6A','A7',2017-10-16 15:56:45.111570
2984,44096,47378,TB_FLIGHTS_DIRTY,departuregate,26,'A7',2017-10-16 15:56:45.111570
2985,42498,56836,TB_FLIGHTS_DIRTY,departuregate,22,'A7',2017-10-16 15:56:45.111570
2986,45804,3081,TB_FLIGHTS_DIRTY,departuregate,64,'A7',2017-10-16 15:56:45.111570
2987,46592,42792,TB_FLIGHTS_DIRTY,departuregate,73,'A7',2017-10-16 15:56:45.111570
2988,46066,15378,TB_FLIGHTS_DIRTY,departuregate,64,'A7',2017-10-16 15:56:45.111570
2989,41955,64284,TB_FLIGHTS_DIRTY,departuregate,16,'A7',2017-10-16 15:56:45.111570
2990,45875,3082,TB_FLIGHTS_DIRTY,departuregate,64,'A7',2017-10-16 15:56:45.111570
2991,46261,21123,TB_FLIGHTS_DIRTY,departuregate,'6A','A7',2017-10-16 15:56:45.111570
2992,46507,42790,TB_FLIGHTS_DIRTY,departuregate,73,'A7',2017-10-16 15:56:45.111570
2993,46350,21124,TB_FLIGHTS_DIRTY,departuregate,'6A','A7',2017-10-16 15:56:45.111570
2994,42533,23278,TB_FLIGHTS_DIRTY,departuregate,10,7,2017-10-16 15:56:45.111570
2995,42642,31275,TB_FLIGHTS_DIRTY,departuregate,'B34','B32',2017-10-16 15:56:45.111570
2996,42635,31274,TB_FLIGHTS_DIRTY,departuregate,'B34','B32',2017-10-16 15:56:45.111570
2997,42629,31273,TB_FLIGHTS_DIRTY,departuregate,'B34','B32',2017-10-16 15:56:45.111570
2998,43209,26174,TB_FLIGHTS_DIRTY,departuregate,'C9','A7',2017-10-16 15:56:45.111570
2999,43230,68366,TB_FLIGHTS_DIRTY,departuregate,'C9','A7',2017-10-16 15:56:45.111570
3000,42822,22726,TB_FLIGHTS_DIRTY,departuregate,62,'A7',2017-10-16 15:56:45.111570
3001,42982,22728,TB_FLIGHTS_DIRTY,departuregate,62,'A7',2017-10-16 15:56:45.111570
3002,43202,26173,TB_FLIGHTS_DIRTY,departuregate,'C9','A7',2017-10-16 15:56:45.111570
3003,43223,68365,TB_FLIGHTS_DIRTY,departuregate,'C9','A7',2017-10-16 15:56:45.111570
3004,42899,22727,TB_FLIGHTS_DIRTY,departuregate,62,'A7',2017-10-16 15:56:45.111570
3005,43195,26172,TB_FLIGHTS_DIRTY,departuregate,'C9','A7',2017-10-16 15:56:45.111570
3006,43216,68364,TB_FLIGHTS_DIRTY,departuregate,'C9','A7',2017-10-16 15:56:45.111570
3007,43002,30294,TB_FLIGHTS_DIRTY,departuregate,60,'A7',2017-10-16 15:56:45.111570
3008,44335,21223,TB_FLIGHTS_DIRTY,departuregate,'C8','A7',2017-10-16 15:56:45.111570
3009,44419,3657,TB_FLIGHTS_DIRTY,departuregate,'G15','A7',2017-10-16 15:56:45.111570
3010,44265,6780,TB_FLIGHTS_DIRTY,departuregate,'B18','A7',2017-10-16 15:56:45.111570
3011,44372,21224,TB_FLIGHTS_DIRTY,departuregate,'C8','A7',2017-10-16 15:56:45.111570
3012,44413,3656,TB_FLIGHTS_DIRTY,departuregate,'G15','A7',2017-10-16 15:56:45.111570
3013,44301,21222,TB_FLIGHTS_DIRTY,departuregate,'C8','A7',2017-10-16 15:56:45.111570
3014,44426,3658,TB_FLIGHTS_DIRTY,departuregate,'G15','A7',2017-10-16 15:56:45.111570
3015,43905,6779,TB_FLIGHTS_DIRTY,departuregate,'B18','A7',2017-10-16 15:56:45.111570
3016,43149,30295,TB_FLIGHTS_DIRTY,departuregate,60,'A7',2017-10-16 15:56:45.111570
3017,44389,48762,TB_FLIGHTS_DIRTY,departuregate,'D23','A7',2017-10-16 15:56:45.111570
3018,43856,6778,TB_FLIGHTS_DIRTY,departuregate,'B18','A7',2017-10-16 15:56:45.111570
3019,44406,48760,TB_FLIGHTS_DIRTY,departuregate,'D23','A7',2017-10-16 15:56:45.111570
3020,43288,30296,TB_FLIGHTS_DIRTY,departuregate,60,'A7',2017-10-16 15:56:45.111570
3021,44426,48761,TB_FLIGHTS_DIRTY,departuregate,'D23','A7',2017-10-16 15:56:45.111570
3022,43328,22277,TB_FLIGHTS_DIRTY,departuregate,'CHK','87A',2017-10-16 15:56:45.111570
3023,45109,46359,TB_FLIGHTS_DIRTY,departuregate,'G16',8,2017-10-16 15:56:45.111570
3024,45075,6320,TB_FLIGHTS_DIRTY,departuregate,'C9',8,2017-10-16 15:56:45.111570
3025,43916,6855,TB_FLIGHTS_DIRTY,departuregate,22,8,2017-10-16 15:56:45.111570
3026,44320,54339,TB_FLIGHTS_DIRTY,departuregate,29,8,2017-10-16 15:56:45.111570
3027,45092,6321,TB_FLIGHTS_DIRTY,departuregate,'C9',8,2017-10-16 15:56:45.111570
3028,44855,34965,TB_FLIGHTS_DIRTY,departuregate,45,8,2017-10-16 15:56:45.111570
3029,44019,6856,TB_FLIGHTS_DIRTY,departuregate,22,8,2017-10-16 15:56:45.111570
3030,44663,42389,TB_FLIGHTS_DIRTY,departuregate,34,8,2017-10-16 15:56:45.111570
3031,44427,54340,TB_FLIGHTS_DIRTY,departuregate,29,8,2017-10-16 15:56:45.111570
3032,44117,6857,TB_FLIGHTS_DIRTY,departuregate,22,8,2017-10-16 15:56:45.111570
3033,45109,6322,TB_FLIGHTS_DIRTY,departuregate,'C9',8,2017-10-16 15:56:45.111570
3034,45098,46357,TB_FLIGHTS_DIRTY,departuregate,'G16',8,2017-10-16 15:56:45.111570
3035,44588,42388,TB_FLIGHTS_DIRTY,departuregate,34,8,2017-10-16 15:56:45.111570
3036,44512,42387,TB_FLIGHTS_DIRTY,departuregate,34,8,2017-10-16 15:56:45.111570
3037,45103,46358,TB_FLIGHTS_DIRTY,departuregate,'G16',8,2017-10-16 15:56:45.111570
3038,44213,54338,TB_FLIGHTS_DIRTY,departuregate,29,8,2017-10-16 15:56:45.111570
3039,44785,34964,TB_FLIGHTS_DIRTY,departuregate,45,8,2017-10-16 15:56:45.111570
3040,44726,34963,TB_FLIGHTS_DIRTY,departuregate,45,8,2017-10-16 15:56:45.111570
3041,43826,17929,TB_FLIGHTS_DIRTY,departuregate,'87A','A3C',2017-10-16 15:56:45.111570
3042,43833,17473,TB_FLIGHTS_DIRTY,departuregate,'A2G','A3C',2017-10-16 15:56:45.111570
3043,44528,6414,TB_FLIGHTS_DIRTY,departuregate,3,5,2017-10-16 15:56:45.111570
3044,44451,6412,TB_FLIGHTS_DIRTY,departuregate,3,5,2017-10-16 15:56:45.111570
3045,44491,6413,TB_FLIGHTS_DIRTY,departuregate,3,5,2017-10-16 15:56:45.111570
3046,45000,32219,TB_FLIGHTS_DIRTY,departuregate,'A7','C7',2017-10-16 15:56:45.111570
3047,45121,70428,TB_FLIGHTS_DIRTY,departuregate,'G16','C7',2017-10-16 15:56:45.111570
3048,44908,62196,TB_FLIGHTS_DIRTY,departuregate,'A5','C7',2017-10-16 15:56:45.111570
3049,44853,62195,TB_FLIGHTS_DIRTY,departuregate,'A5','C7',2017-10-16 15:56:45.111570
3050,45115,70427,TB_FLIGHTS_DIRTY,departuregate,'G16','C7',2017-10-16 15:56:45.111570
3051,44964,62197,TB_FLIGHTS_DIRTY,departuregate,'A5','C7',2017-10-16 15:56:45.111570
3052,45127,70429,TB_FLIGHTS_DIRTY,departuregate,'G16','C7',2017-10-16 15:56:45.111570
3053,45077,32221,TB_FLIGHTS_DIRTY,departuregate,'A7','C7',2017-10-16 15:56:45.111570
3054,45036,32220,TB_FLIGHTS_DIRTY,departuregate,'A7','C7',2017-10-16 15:56:45.111570
3055,45371,31072,TB_FLIGHTS_DIRTY,departuregate,62,12,2017-10-16 15:56:45.111570
3056,45365,55613,TB_FLIGHTS_DIRTY,departuregate,'C14',12,2017-10-16 15:56:45.111570
3057,45337,31070,TB_FLIGHTS_DIRTY,departuregate,62,12,2017-10-16 15:56:45.111570
3058,45359,55612,TB_FLIGHTS_DIRTY,departuregate,'C14',12,2017-10-16 15:56:45.111570
3059,45371,55614,TB_FLIGHTS_DIRTY,departuregate,'C14',12,2017-10-16 15:56:45.111570
3060,45353,31071,TB_FLIGHTS_DIRTY,departuregate,62,12,2017-10-16 15:56:45.111570
3061,45408,42880,TB_FLIGHTS_DIRTY,departuregate,'A2G','76A',2017-10-16 15:56:45.111570
3062,11,38817,TB_FLIGHTS_DIRTY,departuregate,'G16','B20',2017-10-16 15:56:45.111570
3063,11,28628,TB_FLIGHTS_DIRTY,departuregate,8,'B20',2017-10-16 15:56:45.111570
3064,32,28629,TB_FLIGHTS_DIRTY,departuregate,8,'B20',2017-10-16 15:56:45.111570
3065,115,38819,TB_FLIGHTS_DIRTY,departuregate,'G16','B20',2017-10-16 15:56:45.111570
3066,9,8386,TB_FLIGHTS_DIRTY,departuregate,'G15','B20',2017-10-16 15:56:45.111570
3067,112,38818,TB_FLIGHTS_DIRTY,departuregate,'G16','B20',2017-10-16 15:56:45.111570
3068,6,8384,TB_FLIGHTS_DIRTY,departuregate,'G15','B20',2017-10-16 15:56:45.111570
3069,8,8385,TB_FLIGHTS_DIRTY,departuregate,'G15','B20',2017-10-16 15:56:45.111570
3070,50,28630,TB_FLIGHTS_DIRTY,departuregate,8,'B20',2017-10-16 15:56:45.111570
3071,1000,9404,TB_FLIGHTS_DIRTY,departuregate,3,17,2017-10-16 15:56:45.111570
3072,1249,31122,TB_FLIGHTS_DIRTY,departuregate,'6A',17,2017-10-16 15:56:45.111570
3073,205,16974,TB_FLIGHTS_DIRTY,departuregate,10,17,2017-10-16 15:56:45.111570
3074,1502,73061,TB_FLIGHTS_DIRTY,departuregate,8,17,2017-10-16 15:56:45.111570
3075,1580,34315,TB_FLIGHTS_DIRTY,departuregate,'C6',17,2017-10-16 15:56:45.111570
3076,1567,42723,TB_FLIGHTS_DIRTY,departuregate,'A7',17,2017-10-16 15:56:45.111570
3077,1035,19544,TB_FLIGHTS_DIRTY,departuregate,32,17,2017-10-16 15:56:45.111570
3078,1572,34313,TB_FLIGHTS_DIRTY,departuregate,'C6',17,2017-10-16 15:56:45.111570
3079,1094,19546,TB_FLIGHTS_DIRTY,departuregate,32,17,2017-10-16 15:56:45.111570
3080,1124,27767,TB_FLIGHTS_DIRTY,departuregate,62,17,2017-10-16 15:56:45.111570
3081,1467,73060,TB_FLIGHTS_DIRTY,departuregate,8,17,2017-10-16 15:56:45.111570
3082,1161,27768,TB_FLIGHTS_DIRTY,departuregate,62,17,2017-10-16 15:56:45.111570
3083,1405,4660,TB_FLIGHTS_DIRTY,departuregate,8,17,2017-10-16 15:56:45.111570
3084,1373,4659,TB_FLIGHTS_DIRTY,departuregate,8,17,2017-10-16 15:56:45.111570
3085,1214,27769,TB_FLIGHTS_DIRTY,departuregate,62,17,2017-10-16 15:56:45.111570
3086,7,21765,TB_FLIGHTS_DIRTY,departuregate,16,17,2017-10-16 15:56:45.111570
3087,1435,4661,TB_FLIGHTS_DIRTY,departuregate,8,17,2017-10-16 15:56:45.111570
3088,1069,19545,TB_FLIGHTS_DIRTY,departuregate,32,17,2017-10-16 15:56:45.111570
3089,1580,42724,TB_FLIGHTS_DIRTY,departuregate,'A7',17,2017-10-16 15:56:45.111570
3090,1537,73062,TB_FLIGHTS_DIRTY,departuregate,8,17,2017-10-16 15:56:45.111570
3091,1575,34314,TB_FLIGHTS_DIRTY,departuregate,'C6',17,2017-10-16 15:56:45.111570
3092,1553,42722,TB_FLIGHTS_DIRTY,departuregate,'A7',17,2017-10-16 15:56:45.111570
3093,141,16973,TB_FLIGHTS_DIRTY,departuregate,10,17,2017-10-16 15:56:45.111570
3094,5,21764,TB_FLIGHTS_DIRTY,departuregate,16,17,2017-10-16 15:56:45.111570
3095,2,21763,TB_FLIGHTS_DIRTY,departuregate,16,17,2017-10-16 15:56:45.111570
3096,10,16972,TB_FLIGHTS_DIRTY,departuregate,10,17,2017-10-16 15:56:45.111570
3097,960,9403,TB_FLIGHTS_DIRTY,departuregate,3,17,2017-10-16 15:56:45.111570
3098,1342,31124,TB_FLIGHTS_DIRTY,departuregate,'6A',17,2017-10-16 15:56:45.111570
3099,1289,31123,TB_FLIGHTS_DIRTY,departuregate,'6A',17,2017-10-16 15:56:45.111570
3100,908,9402,TB_FLIGHTS_DIRTY,departuregate,3,17,2017-10-16 15:56:45.111570
3101,202,73174,TB_FLIGHTS_DIRTY,departuregate,'B33','B31',2017-10-16 15:56:45.111570
3102,208,8794,TB_FLIGHTS_DIRTY,departuregate,'B36','B31',2017-10-16 15:56:45.111570
3103,133,53775,TB_FLIGHTS_DIRTY,departuregate,'B29','B31',2017-10-16 15:56:45.111570
3104,204,8792,TB_FLIGHTS_DIRTY,departuregate,'B36','B31',2017-10-16 15:56:45.111570
3105,153,53776,TB_FLIGHTS_DIRTY,departuregate,'B29','B31',2017-10-16 15:56:45.111570
3106,206,8793,TB_FLIGHTS_DIRTY,departuregate,'B36','B31',2017-10-16 15:56:45.111570
3107,113,53774,TB_FLIGHTS_DIRTY,departuregate,'B29','B31',2017-10-16 15:56:45.111570
3108,208,73175,TB_FLIGHTS_DIRTY,departuregate,'B33','B31',2017-10-16 15:56:45.111570
3109,196,73173,TB_FLIGHTS_DIRTY,departuregate,'B33','B31',2017-10-16 15:56:45.111570
3110,382,37703,TB_FLIGHTS_DIRTY,departuregate,137,135,2017-10-16 15:56:45.111570
3111,408,41386,TB_FLIGHTS_DIRTY,departuregate,'G14',135,2017-10-16 15:56:45.111570
3112,391,41384,TB_FLIGHTS_DIRTY,departuregate,'G14',135,2017-10-16 15:56:45.111570
3113,342,37701,TB_FLIGHTS_DIRTY,departuregate,137,135,2017-10-16 15:56:45.111570
3114,399,41385,TB_FLIGHTS_DIRTY,departuregate,'G14',135,2017-10-16 15:56:45.111570
