"oid","prno","hospitalname","address","city","state","zip","countryname","phone","hospitaltype","hospitalowner","emergencyservice","condition","mc","measurename","score","sample","stateavg"
"7896","50084","ST JOSEPHS MED CENTER OF STOCKTON","1800 N CALIFORNIA ST","STOCKTON","CA","95204","SAN JOAQUIN","099432000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Surgical Infection Prevention","SCIP-VTE-2","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","74%","195 patients","CA_SCIP-VTE-2"
"7897","10001","COMMUNITY HOSPITAL OF SAN BERNARDINO","1805 MEDICAL CENTER DRIVE","SAN BERNARDINO","CA","110029","SAN BERNARDINO","9098876333","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Heart Attack","AMI-1","Heart Attack Patients Given Aspirin at Arrival","100%","58 patients","CA_AMI-1"
"7899","10008","COMMUNITY HOSPITAL OF SAN BERNARDINO","1805 MEDICAL CENTER DRIVE","SAN BERNARDINO","CA","92411","SAN BERNARDINO","9098876333","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Heart Attack","AMI-3","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","100%","8 patients","CA_AMI-3"
"7901","10019","COMMUNITY HOSPITAL OF SAN BERNARDINO","1805 MEDICAL CENTER DRIVE","SAN BERNARDINO","CA","92411","SAN BERNARDINO","9098876333","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Heart Attack","AMI-5","Heart Attack Patients Given Beta Blocker at Discharge","100%","26 patients","CA_AMI-5"
"7902","10005","COMMUNITY HOSPITAL OF SAN BERNARDINO","1805 MEDICAL CENTER DRIVE","SAN BERNARDINO","CA","92411","SAN BERNARDINO","9098876333","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Heart Attack","AMI-7A","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","0%","4 patients","CA_AMI-7A"
"7904","50089","COMMUNITY HOSPITAL OF SAN BERNARDINO","200 WEST ARBOR DRIVE","SAN BERNARDINO","CA","69891","SAN BERNARDINO","9098876333","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Heart Failure","HF-1","Heart Failure Patients Given Discharge Instructions","100%","153 patients","CA_HF-1"
"7905","50089","COMMUNITY HOSPITAL OF SAN BERNARDINO","200 WEST ARBOR DRIVE","SAN BERNARDINO","CA","140687","SAN BERNARDINO","9098876333","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Heart Failure","HF-2","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","99%","168 patients","CA_HF-2"
"7908","50089","COMMUNITY HOSPITAL OF SAN BERNARDINO","1805 MEDICAL CENTER DRIVE","SAN BERNARDINO","CA","130136","SAN BERNARDINO","9098876333","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Pneumonia","PN-2","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","95%","142 patients","CA_PN-2"
"7909","50089","COMMUNITY HOSPITAL OF SAN BERNARDINO","200 WEST ARBOR DRIVE","SAN BERNARDINO","CA","92411","SAN BERNARDINO","9098876333","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Pneumonia","PN-3B","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","89%","174 patients","CA_PN-3B"
"7911","50089","COMMUNITY HOSPITAL OF SAN BERNARDINO","200 WEST ARBOR DRIVE","SAN BERNARDINO","CA","92411","SAN BERNARDINO","9098876333","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Pneumonia","PN-5C","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","94%","147 patients","CA_PN-5C"
"7919","50089","COMMUNITY HOSPITAL OF SAN BERNARDINO","1805 MEDICAL CENTER DRIVE","SAN BERNARDINO","CA","92411","SAN BERNARDINO","9098876333***","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Surgical Infection Prevention","SCIP-INF-6","surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor)","100%","174 patients","CA_SCIP-INF-6"
"7920","50089","COMMUNITY HOSPITAL OF SAN BERNARDINO","200 WEST ARBOR DRIVE","SAN BERNARDINO","CA","92411","SAN BERNARDINO","9098876333","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Surgical Infection Prevention","SCIP-VTE-1","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","95%","105 patients","CA_SCIP-VTE-1"
"7921","50089","COMMUNITY HOSPITAL OF SAN BERNARDINO","200 WEST ARBOR DRIVE","SAN BERNARDINO","CA","92411","SAN BERNARDINO","9098876333","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Surgical Infection Prevention","SCIP-VTE-2","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","95%","105 patients","CA_SCIP-VTE-2"
"7923","10011","SONOMA VALLEY HOSPITAL","347 ANDRIEUX ST","SONOMA","CA","95476","SONOMA","7079355106","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Heart Attack","AMI-2","Heart Attack Patients Given Aspirin at Discharge","100%","14 patients","CA_AMI-2"
"7924","10019","SONOMA VALLEY HOSPITAL","347 ANDRIEUX ST","SONOMA","CA","95476","SONOMA","7079355106","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Heart Attack","AMI-3","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","100%","5 patients","CA_AMI-3"
"7925","10005","SONOMA VALLEY HOSPITAL","347 ANDRIEUX ST","SONOMA","CA","95476","SONOMA","7079355106","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Heart Attack","AMI-4","Heart Attack Patients Given Smoking Cessation Advice/Counseling","100%","1 patients","CA_AMI-4"
"7926","10007","SONOMA VALLEY HOSPITAL","27200 CALAROGA AVE","SONOMA","CA","95476","SONOMA","7079355106","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Heart Attack","AMI-5","Heart Attack Patients Given Beta Blocker at Discharge","100%","16 patients","CA_AMI-5"
"7928","50090","SONOMA VALLEY HOSPITAL","347 ANDRIEUX ST","SONOMA","CA","95476","SONOMA","7079535106","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Heart Attack","AMI-8A","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","","0 patients","CA_AMI-8A"
"7936","50090","SONOMA VALLEY HOSPITAL","347 ANDRIEUX ST","SONOMA","CA","95476","SONOMA","707355106","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Pneumonia","PN-5C","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","98%","54 patients","CA_PN-5C"
"7939","50090","SONOMA VALLEY HOSPITAL","347 ANDRIEUX ST","SONOMA","CA","95476","SONOMA","707l9355106","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Surgical Infection Prevention","SCIP-CARD-2","surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery","71%","7 patients","CA_SCIP-CARD-2"
"7940","50090","SONOMA VALLEY HOSPITAL","347 ANDRIEUX ST","SONOMA","CA","95476","SONOMA","707935516","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Surgical Infection Prevention","SCIP-INF-1","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","98%","47 patients","CA_SCIP-INF-1"
"7942","50090","SONOMA VALLEY HOSPITAL","200 WEST ARBOR DRIVE","SONOMA","CA","95476","SONOMA","7079355106","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Surgical Infection Prevention","SCIP-INF-3","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","93%","44 patients","CA_SCIP-INF-3"
"7943","50090","SONOMA VALLEY HOSPITAL","27200 CALAROGA AVE","SONOMA","CA","95476","SONOMA","7079355106","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Surgical Infection Prevention","SCIP-INF-4","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","","0 patients","CA_SCIP-INF-4"
"7946","50090","SONOMA VALLEY HOSPITAL","347 ANDRIEUX ST","SONOMA","CA","95476","SONOMA","70793w55106","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Surgical Infection Prevention","SCIP-VTE-2","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","82%","45 patients","CA_SCIP-VTE-2"
"7948","10008","COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK","2623 E SLAUSEN AVE","HUNTINGTON PARK","CA","90255","LOS ANGELES","3235831931","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Heart Attack","AMI-2","Heart Attack Patients Given Aspirin at Discharge","100%","3 patients","CA_AMI-2"
"7950","10019","COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK","2623 E SLAUSEN AVE","HUNTINGTON PARK","CA","90255","LOS ANGELES","323831931","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Heart Attack","AMI-4","Heart Attack Patients Given Smoking Cessation Advice/Counseling","100%","1 patients","CA_AMI-4"
"7951","10008","COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK","2623 E SLAUSEN AVE","HUNTINGTON PARK","CA","90255","LOS ANGELES","323583191","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Heart Attack","AMI-5","Heart Attack Patients Given Beta Blocker at Discharge","100%","3 patients","CA_AMI-5"
"7952","10006","COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK","2623 E SLAUSEN AVE","HUNTINGTON PARK","CA","90255","LOS ANGELES","323583z1931","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Heart Attack","AMI-7A","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","","0 patients","CA_AMI-7A"
"7953","50091","COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK","2623 E SLAUSEN AVE","HUNTINGTON PARK","CA","90255","LOS ANGELES","3235831931","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Heart Attack","AMI-8A","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","","0 patients","CA_AMI-8A"
"7954","50091","COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK","2623 E SLAUSEN AVE","HUNTINGTON PARK","CA","90255","LOS ANGELES","3235839131","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Heart Failure","HF-1","Heart Failure Patients Given Discharge Instructions","69%","143 patients","CA_HF-1"
"7955","50091","COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK","2623 E SLAUSEN AVE","HUNTINGTON PARK","CA","90255","LOS ANGELES","3235831931","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Heart Failure","HF-2","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","93%","151 patients","CA_HF-2"
"7957","50091","COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK","2623 E SLAUSEN AVE","HUNTINGTON PARK","CA","90255","LOS ANGELES","3235831u931","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Heart Failure","HF-4","Heart Failure Patients Given Smoking Cessation Advice/Counseling","91%","11 patients","CA_HF-4"
"7958","50091","COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK","2623 E SLAUSEN AVE","HUNTINGTON PARK","CA","90255","LOS ANGELES","323581931","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Pneumonia","PN-2","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","47%","49 patients","CA_PN-2"
"7959","50091","COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK","2623 E SLAUSEN AVE","HUNTINGTON PARK","CA","90255","LOS ANGELES","323583h1931","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Pneumonia","PN-3B","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","90%","48 patients","CA_PN-3B"
"7960","50091","COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK","2623 E SLAUSEN AVE","HUNTINGTON PARK","CA","90255","LOS ANGELES","3235831931","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Pneumonia","PN-4","Pneumonia Patients Given Smoking Cessation Advice/Counseling","100%","4 patients","CA_PN-4"
"7961","50091","COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK","2623 E SLAUSEN AVE","HUNTINGTON PARK","CA","90255","LOS ANGELES","3235831931","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Pneumonia","PN-5C","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","93%","57 patients","CA_PN-5C"
"7964","50091","COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK","2623 E SLAUSEN AVE","HUNTINGTON PARK","CA","90255","LOS ANGELES","3m235831931","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Surgical Infection Prevention","SCIP-CARD-2","surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery","0%","1 patients","CA_SCIP-CARD-2"
"7968","50091","COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK","2623 E SLAUSEN AVE","HUNTINGTON PARK","CA","90255","LOS ANGELES","3g235831931","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Surgical Infection Prevention","SCIP-INF-4","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","","0 patients","CA_SCIP-INF-4"
"7971","50091","COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK","2623 E SLAUSEN AVE","HUNTINGTON PARK","CA","90255","LOS ANGELES","f3235831931","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Surgical Infection Prevention","SCIP-VTE-2","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","17%","18 patients","CA_SCIP-VTE-2"
"7972","10005","SAINT AGNES MEDICAL CENTER","2823 FRESNO STREET","FRESNO","CA","93710","FRESNO","5594503000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Heart Attack","AMI-1","Heart Attack Patients Given Aspirin at Arrival","99%","358 patients","CA_AMI-1"
"7974","10019","SAINT AGNES MEDICAL CENTER","2823 FRESNO STREET","FRESNO","CA","93710","FRESNO","5594503000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Heart Attack","AMI-3","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","98%","82 patients","CA_AMI-3"
"7977","10005","SAINT AGNES MEDICAL CENTER","2823 FRESNO STREET","FRESNO","CA","93710","FRESNO","5594503000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Heart Attack","AMI-7A","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","","0 patients","CA_AMI-7A"
"7979","50093","SAINT AGNES MEDICAL CENTER","2823 FRESNO STREET","FRESNO","CA","93710","FRESNO","5594503000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Heart Failure","HF-1","Heart Failure Patients Given Discharge Instructions","93%","368 patients","CA_HF-1"
"7981","50093","SAINT AGNES MEDICAL CENTER","2823 FRESNO STREET","FRESNO","CA","93710","FRESNO","5594503000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Heart Failure","HF-3","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","99%","172 patients","CA_HF-3"
"7983","50093","SAINT AGNES MEDICAL CENTER","2823 FRESNO STREET","FRESNO","CA","93710","FRESNO","5594503000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Pneumonia","PN-2","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","97%","234 patients","CA_PN-2"
"7984","50093","SAINT AGNES MEDICAL CENTER","2823 FRESNO STREET","FRESNO","CA","93710","FRESNO","5594503000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Pneumonia","PN-3B","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","98%","193 patients","CA_PN-3B"
"7985","50093","SAINT AGNES MEDICAL CENTER","2823 FRESNO STREET","FRESNO","CA","93710","FRESNO","5594503000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Pneumonia","PN-4","Pneumonia Patients Given Smoking Cessation Advice/Counseling","100%","56 patients","CA_PN-4"
"7988","50093","SAINT AGNES MEDICAL CENTER","2823 FRESNO STREET","FRESNO","CA","93710","FRESNO","5594503000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Pneumonia","PN-7","Pneumonia Patients Assessed and Given Influenza Vaccination","94%","144 patients","CA_PN-7"
"7989","50093","SAINT AGNES MEDICAL CENTER","2823 FRESNO STREET","FRESNO","CA","93710","FRESNO","5594503000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Surgical Infection Prevention","SCIP-CARD-2","surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery","86%","163 patients","CA_SCIP-CARD-2"
"7996","50093","SAINT AGNES MEDICAL CENTER","2823 FRESNO STREET","FRESNO","CA","93710","FRESNO","5594503000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Surgical Infection Prevention","SCIP-VTE-2","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","82%","317 patients","CA_SCIP-VTE-2"
"8003","10001","LAUREL GROVE HOSPITAL","19933 LAKE CHABOT RD","CASTRO VALLEY","CA","94546","ALAMEDA","5105371243","Acute Care Hospitals","Proprietary","No","Heart Attack","AMI-8A","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","","","CA_AMI-8A"
"8010","50095","LAUREL GROVE HOSPITAL","19933 LAKE CHABOT RD","CASTRO VALLEY","CA","149279","ALAMEDA","5105731234","Acute Care Hospitals","Proprietary","No","Pneumonia","PN-4","Pneumonia Patients Given Smoking Cessation Advice/Counseling","","","CA_PN-4"
"8011","50095","LAUREL GROVE HOSPITAL","19933 LAKE CHABOT RD","CASTRO VALLEY","CA","94546","ALAMEDA","5105v371234","Acute Care Hospitals","Proprietary","No","Pneumonia","PN-5C","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","","","CA_PN-5C"
"8013","50095","LAUREL GROVE HOSPITAL","19933 LAKE CHABOT RD","CASTRO VALLEY","CA","94546","ALAMEDA","5105371234","Acute Care Hospitals","Proprietary","No","Pneumonia","PN-7","Pneumonia Patients Assessed and Given Influenza Vaccination","","","CA_PN-7"
"8018","50095","LAUREL GROVE HOSPITAL","19933 LAKE CHABOT RD","CASTRO VALLEY","CA","94546","ALAMEDA","51053x71234","Acute Care Hospitals","Proprietary","No","Surgical Infection Prevention","SCIP-INF-4","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","","","CA_SCIP-INF-4"
"8021","50095","LAUREL GROVE HOSPITAL","19933 LAKE CHABOT RD","CASTRO VALLEY","CA","94546","ALAMEDA","510537b1234","Acute Care Hospitals","Proprietary","No","Surgical Infection Prevention","SCIP-VTE-2","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","","","CA_SCIP-VTE-2"
"8023","10007","DOCTORS HOSPITAL OF WEST COVINA; INC","725 S ORANGE AVE","WEST COVINA","CA","57299","LOS ANGELES","6263388481","Acute Care Hospitals","Proprietary","No","Heart Attack","AMI-2","Heart Attack Patients Given Aspirin at Discharge","","","CA_AMI-2"
"8024","10005","DOCTORS HOSPITAL OF WEST COVINA; INC","725 S ORANGE AVE","WEST COVINA","CA","91790","LOS ANGELES","6263388481","Acute Care Hospitals","Proprietary","No","Heart Attack","AMI-3","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","","","CA_AMI-3"
"8026","10012","DOCTORS HOSPITAL OF WEST COVINA; INC","725 S ORANGE AVE","WEST COVINA","CA","91790","LOS ANGELES","6263t388481","Acute Care Hospitals","Proprietary","No","Heart Attack","AMI-5","Heart Attack Patients Given Beta Blocker at Discharge","","","CA_AMI-5"
"8027","10001","DOCTORS HOSPITAL OF WEST COVINA; INC","725 S ORANGE AVE","WEST COVINA","CA","91790","LOS ANGELES","263388481","Acute Care Hospitals","Proprietary","No","Heart Attack","AMI-7A","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","","","CA_AMI-7A"
"8029","50096","DOCTORS HOSPITAL OF WEST COVINA; INC","725 S ORANGE AVE","WEST COVINA","CA","91790","LOS ANGELES","626338848d1","Acute Care Hospitals","Proprietary","No","Heart Failure","HF-1","Heart Failure Patients Given Discharge Instructions","0%","2 patients","CA_HF-1"
"8034","50096","DOCTORS HOSPITAL OF WEST COVINA; INC","725 S ORANGE AVE","WEST COVINA","CA","91790","LOS ANGELES","626338481","Acute Care Hospitals","Proprietary","No","Pneumonia","PN-3B","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","","0 patients","CA_PN-3B"
"8036","50096","DOCTORS HOSPITAL OF WEST COVINA; INC","725 S ORANGE AVE","WEST COVINA","CA","91790","LOS ANGELES","626s3388481","Acute Care Hospitals","Proprietary","No","Pneumonia","PN-5C","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","","0 patients","CA_PN-5C"
"8037","50096","DOCTORS HOSPITAL OF WEST COVINA; INC","725 S ORANGE AVE","WEST COVINA","CA","91790","LOS ANGELES","6263388481","Acute Care Hospitals","Proprietary","No","Pneumonia","PN-6","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","","0 patients","CA_PN-6""8038","50096","DOCTORS HOSPITAL OF WEST COVINA; INC","725 S ORANGE AVE","WEST COVINA","CA","91790","LOS ANGELES","263388481","Acute Care Hospitals","Proprietary","No","Pneumonia","PN-7","Pneumonia Patients Assessed and Given Influenza Vaccination","","0 patients","CA_PN-7"
"8039","50096","DOCTORS HOSPITAL OF WEST COVINA; INC","725 S ORANGE AVE","WEST COVINA","CA","91790","LOS ANGELES","626338848g1","Acute Care Hospitals","Proprietary","No","Surgical Infection Prevention","SCIP-CARD-2","surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery","0%","5 patients","CA_SCIP-CARD-2"
"8041","50096","DOCTORS HOSPITAL OF WEST COVINA; INC","725 S ORANGE AVE","WEST COVINA","CA","91790","LOS ANGELES","62633884g81","Acute Care Hospitals","Proprietary","No","Surgical Infection Prevention","SCIP-INF-2","surgery patients who were given the  right kind  of antibiotic to help prevent infection","89%","45 patients","CA_SCIP-INF-2"
"8045","50096","DOCTORS HOSPITAL OF WEST COVINA; INC","725 S ORANGE AVE","WEST COVINA","CA","91790","LOS ANGELES","626338881","Acute Care Hospitals","Proprietary","No","Surgical Infection Prevention","SCIP-VTE-1","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","22%","9 patients","CA_SCIP-VTE-1"
"8048","50099","SAN ANTONIO COMMUNITY HOSPITAL","999 SAN BERNARDINO RD","UPLAND","CA","91786","SAN BERNARDINO","714c9852811","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Surgical Infection Prevention","SCIP-INF-3","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","88%","600 patients","CA_SCIP-INF-3"
"8049","50099","SAN ANTONIO COMMUNITY HOSPITAL","999 SAN BERNARDINO RD","UPLAND","CA","91786","SAN BERNARDINO","714985811","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Surgical Infection Prevention","SCIP-INF-4","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","88%","157 patients","CA_SCIP-INF-4"
"8050","50099","SAN ANTONIO COMMUNITY HOSPITAL","999 SAN BERNARDINO RD","UPLAND","CA","91786","SAN BERNARDINO","7x149852811","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Surgical Infection Prevention","SCIP-INF-6","surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor)","99%","879 patients","CA_SCIP-INF-6"
"8051","50099","SAN ANTONIO COMMUNITY HOSPITAL","999 SAN BERNARDINO RD","UPLAND","CA","147317","SAN BERNARDINO","714852811","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Surgical Infection Prevention","SCIP-VTE-1","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","94%","369 patients","CA_SCIP-VTE-1"
"8053","10015","SHARP MEMORIAL HOSPITAL","200 WEST ARBOR DRIVE","SAN DIEGO","CA","92123","SAN DIEGO","8589393400","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Heart Attack","AMI-1","Heart Attack Patients Given Aspirin at Arrival","98%","251 patients","CA_AMI-1"
"8056","10006","SHARP MEMORIAL HOSPITAL","200 WEST ARBOR DRIVE","SAN DIEGO","CA","92123","SAN DIEGO","8589393400","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Heart Attack","AMI-4","Heart Attack Patients Given Smoking Cessation Advice/Counseling","100%","72 patients","CA_AMI-4"
"8058","10001","SHARP MEMORIAL HOSPITAL","200 WEST ARBOR DRIVE","SAN DIEGO","CA","92123","SAN DIEGO","8589393400","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Heart Attack","AMI-7A","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","","0 patients","CA_AMI-7A"
"8059","10006","SHARP MEMORIAL HOSPITAL","200 WEST ARBOR DRIVE","SAN DIEGO","CA","92123","SAN DIEGO","8589393400","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Heart Attack","AMI-8A","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","79%","53 patients","CA_AMI-8A"
"8060","50100","SHARP MEMORIAL HOSPITAL","200 WEST ARBOR DRIVE","SAN DIEGO","CA","92123","SAN DIEGO","8589393400","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Heart Failure","HF-1","Heart Failure Patients Given Discharge Instructions","76%","340 patients","CA_HF-1"
"8062","50100","SHARP MEMORIAL HOSPITAL","200 WEST ARBOR DRIVE","SAN DIEGO","CA","92123","SAN DIEGO","8589393400","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Heart Failure","HF-3","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","92%","128 patients","CA_HF-3"
"8064","50100","SHARP MEMORIAL HOSPITAL","200 WEST ARBOR DRIVE","SAN DIEGO","CA","92123","SAN DIEGO","8589393400","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Pneumonia","PN-2","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","82%","297 patients","CA_PN-2"
"8065","50100","SHARP MEMORIAL HOSPITAL","200 WEST ARBOR DRIVE","SAN DIEGO","CA","92123","SAN DIEGO","8589393400","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Pneumonia","PN-3B","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","83%","337 patients","CA_PN-3B"
"8067","50100","SHARP MEMORIAL HOSPITAL","200 WEST ARBOR DRIVE","SAN DIEGO","CA","92123","SAN DIEGO","8589393400","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Pneumonia","PN-5C","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","93%","334 patients","CA_PN-5C"
"8069","50100","SHARP MEMORIAL HOSPITAL","200 WEST ARBOR DRIVE","SAN DIEGO","CA","92123","SAN DIEGO","8589393400","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Pneumonia","PN-7","Pneumonia Patients Assessed and Given Influenza Vaccination","80%","178 patients","CA_PN-7"
