prno,hospitalname,address,city,state,zip,countryname,phone,hospitaltype,hospitalowner,emergencyservice,condition,mc,measurename,score,sample,stateavg
30103,MAYO CLINIC HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85054,MARICOPA,4805156296,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,100%,39 patients,AZ_PN-4
30103,MAYO CLINIC HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85054,MARICOPA,4805156296,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,95%,187 patients,AZ_PN-5C
30103,MAYO CLINIC HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85054,MARICOPA,4805156296,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),92%,133 patients,AZ_PN-6
30103,MAYO CLINIC HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85054,MARICOPA,4805156296,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,84%,185 patients,AZ_PN-7
30103,MAYO CLINIC HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,106677,MARICOPA,4805156296,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,81%,166 patients,AZ_SCIP-CARD-2
30103,MAYO CLINIC HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85054,MARICOPA,4805156296,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,97%,875 patients,AZ_SCIP-INF-1
30103,MAYO CLINIC HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85054,MARICOPA,4805156296,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,890 patients,AZ_SCIP-INF-2
30103,MAYO CLINIC HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85054,MARICOPA,4805156296,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),93%,820 patients,AZ_SCIP-INF-3
30103,MAYO CLINIC HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85054,MARICOPA,4805156296,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,97%,206 patients,AZ_SCIP-INF-4
30103,MAYO CLINIC HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85054,MARICOPA,4805156296,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor),100%,1376 patients,AZ_SCIP-INF-6
30103,MAYO CLINIC HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85054,MARICOPA,4805156296,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,98%,513 patients,AZ_SCIP-VTE-1
30103,MAYO CLINIC HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,43096,MARICOPA,4805156296,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,97%,513 patients,AZ_SCIP-VTE-2
10001,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,100%,5 patients,AZ_AMI-1
10007,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,98%,256 patients,AZ_AMI-2
10001,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),96%,49 patients,AZ_AMI-3
10001,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,100%,89 patients,AZ_AMI-4
10011,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,98%,252 patients,AZ_AMI-5
10001,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,NULL,0 patients,AZ_AMI-7A
10001,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,NULL,0 patients,AZ_AMI-8A
30105,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,91%,260 patients,AZ_HF-1
30105,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,100%,296 patients,AZ_HF-2
30105,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),96%,116 patients,AZ_HF-3
30105,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,100%,45 patients,AZ_HF-4
30105,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,100%,21 patients,AZ_PN-2
30105,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,NULL,0 patients,AZ_PN-3B
30105,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,100%,8 patients,AZ_PN-4
30105,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,NULL,0 patients,AZ_PN-5C
30105,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),100%,1 patients,AZ_PN-6
30105,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,88%,17 patients,AZ_PN-7
30105,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,100%,69 patients,AZ_SCIP-CARD-2
30105,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,94%,208 patients,AZ_SCIP-INF-1
30105,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,100%,213 patients,AZ_SCIP-INF-2
30105,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),90%,157 patients,AZ_SCIP-INF-3
30105,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,92%,179 patients,AZ_SCIP-INF-4
30105,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor),99%,324 patients,AZ_SCIP-INF-6
30105,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,88%,34 patients,AZ_SCIP-VTE-1
30105,BANNER HEART HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,79%,34 patients,AZ_SCIP-VTE-2
10015,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,NULL,NULL,AZ_AMI-1
10001,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,NULL,NULL,AZ_AMI-2
10010,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),NULL,NULL,AZ_AMI-3
10019,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,NULL,NULL,AZ_AMI-4
10005,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,NULL,NULL,AZ_AMI-5
10019,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,NULL,NULL,AZ_AMI-7A
10019,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,NULL,NULL,AZ_AMI-8A
30107,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,NULL,NULL,AZ_HF-1
30107,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,NULL,NULL,AZ_HF-2
30107,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),NULL,NULL,AZ_HF-3
30107,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,NULL,NULL,AZ_HF-4
30107,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,NULL,NULL,AZ_PN-2
30107,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,NULL,NULL,AZ_PN-3B
30107,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,NULL,NULL,AZ_PN-4
30107,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,NULL,NULL,AZ_PN-5C
30107,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),NULL,NULL,AZ_PN-6
30107,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,NULL,NULL,AZ_PN-7
30107,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,78%,23 patients,AZ_SCIP-CARD-2
30107,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,95%,173 patients,AZ_SCIP-INF-1
30107,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,100%,175 patients,AZ_SCIP-INF-2
30107,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),99%,171 patients,AZ_SCIP-INF-3
30107,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,NULL,0 patients,AZ_SCIP-INF-4
30107,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor),99%,220 patients,AZ_SCIP-INF-6
30107,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,100%,69 patients,AZ_SCIP-VTE-1
30107,ARIZONA SPINE AND JOINT HOSPITAL,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,100%,69 patients,AZ_SCIP-VTE-2
10007,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,NULL,NULL,AZ_AMI-1
10019,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,NULL,NULL,AZ_AMI-2
10001,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),NULL,NULL,AZ_AMI-3
10009,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,NULL,NULL,AZ_AMI-4
10006,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,107783,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,NULL,NULL,AZ_AMI-5
10006,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,NULL,NULL,AZ_AMI-7A
30108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,NULL,NULL,AZ_AMI-8A
30108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,NULL,NULL,AZ_HF-1
30108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,NULL,NULL,AZ_HF-2
30108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),NULL,NULL,AZ_HF-3
30108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,NULL,NULL,AZ_HF-4
30108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,NULL,NULL,AZ_PN-2
30108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,NULL,NULL,AZ_PN-3B
30108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,NULL,NULL,AZ_PN-4
30108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,NULL,NULL,AZ_PN-5C
30108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),NULL,NULL,AZ_PN-6
30108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,NULL,NULL,AZ_PN-7
30108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,50%,16 patients,AZ_SCIP-CARD-2
30108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,46875,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,71%,104 patients,AZ_SCIP-INF-1
30108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,100%,104 patients,AZ_SCIP-INF-2
30108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),94%,103 patients,AZ_SCIP-INF-3
30108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,NULL,0 patients,AZ_SCIP-INF-4
30108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor),86%,140 patients,AZ_SCIP-INF-6
30108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,97%,34 patients,AZ_SCIP-VTE-1
30108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,97%,34 patients,AZ_SCIP-VTE-2
