~~0~~,ua,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5
36021,weather,~~UA-62-IAH-EWR~~,2011-12-17 02:30 PM,~~,,2011-12-17 06:52 PM,~~,
36022,ifly,~~UA-62-IAH-EWR~~,2011-12-17 2:30 PM,2011-12-17 2:32 PM,,2011-12-17 6:52 PM,2011-12-17 6:41 PM,
36023,usatoday,~~UA-62-IAH-EWR~~,2011-12-17 2:30 PM,2011-12-17 2:32 PM,,2011-12-17 6:52 PM,2011-12-17 6:41 PM,
36024,mytripandmore,~~UA-62-IAH-EWR~~,2:30pDec 17,2:32pDec 17,~37~,6:52pDec 17,6:41pDec 17,C74
36025,flightarrival,~~UA-62-IAH-EWR~~,,2:47 PMDec 17,,,6:26 PMDec 17,
36026,ua,UA-248-PHX-ORD,Sat_ Dec 17 12:52 PM,Sat_ Dec 17 12:52 PM            On Time,~3~,Sat_ Dec 17 5:12 PM,Sat_ Dec 17 5:12 PM,C25
36027,ua,UA-248-PHX-ORD,Sat_ Dec 17 12:52 PM,Sat_ Dec 17 12:52 PM            On Time,~3~,Sat_ Dec 17 5:12 PM,Sat_ Dec 17 5:12 PM,C25
36028,ua,UA-248-PHX-ORD,Sat_ Dec 17 12:52 PM,Sat_ Dec 17 1:00 PM            Delayed,~3~,Sat_ Dec 17 5:12 PM,Sat_ Dec 17 5:20 PM,C25
36029,ua,UA-248-PHX-ORD,Sat_ Dec 17 12:52 PM,Sat_ Dec 17 1:00 PM            Delayed,~3~,Sat_ Dec 17 5:12 PM,Sat_ Dec 17 5:20 PM,C25
36032,flightexplorer,UA-248-PHX-ORD,12/17/2011 1:04PM MST,~~,,12/17/2011 5:09PM CST,~~,
36033,flightexplorer,UA-248-PHX-ORD,12/17/2011 1:04PM MST,~~,,12/17/2011 5:09PM CST,~~,
36050,flights,UA-248-PHX-ORD,2011-12-17 12:52 PM,~~,~3~,2011-12-17 05:12 PM,~~,C25
36051,flights,UA-248-PHX-ORD,2011-12-17 12:52 PM,~~,~3~,2011-12-17 05:12 PM,~~,C25
36052,flights,UA-248-PHX-ORD,,2011-12-17 01:00 PM,~3~,,2011-12-17 05:20 PM,C25
36053,flights,UA-248-PHX-ORD,,2011-12-17 01:00 PM,~3~,,2011-12-17 05:20 PM,C25
36054,businesstravellogue,UA-248-PHX-ORD,2011-12-17 12:52 PM,~~,~3~,2011-12-17 05:12 PM,~~,C25
36055,businesstravellogue,UA-248-PHX-ORD,2011-12-17 12:52 PM,~~,~3~,2011-12-17 05:12 PM,~~,C25
36056,businesstravellogue,UA-248-PHX-ORD,,2011-12-17 01:00 PM,~3~,,2011-12-17 05:20 PM,C25
36057,businesstravellogue,UA-248-PHX-ORD,,2011-12-17 01:00 PM,~3~,,2011-12-17 05:20 PM,C25
36058,flylouisville,UA-248-PHX-ORD,2011-12-17 12:52 PM,~~,~3~,2011-12-17 05:12 PM,~~,C25
36059,flylouisville,UA-248-PHX-ORD,2011-12-17 12:52 PM,~~,~3~,2011-12-17 05:12 PM,~~,C25
36060,flylouisville,UA-248-PHX-ORD,,2011-12-17 01:00 PM,~3~,,2011-12-17 05:20 PM,C25
36061,flylouisville,UA-248-PHX-ORD,,2011-12-17 01:00 PM,~3~,,2011-12-17 05:20 PM,C25
36066,flightview,UA-248-PHX-ORD,12:52 PMDec 17,~~,,5:16 PMDec 17,~~,
36067,flightview,UA-248-PHX-ORD,12:52 PMDec 17,~~,,5:16 PMDec 17,~~,
36070,panynj,UA-248-PHX-ORD,12:52 PMDec 17,~~,,5:16 PMDec 17,~~,
36071,panynj,UA-248-PHX-ORD,12:52 PMDec 17,~~,,5:16 PMDec 17,~~,
36074,gofox,UA-248-PHX-ORD,12:52 PMDec 17,~~,,5:16 PMDec 17,~~,
36075,gofox,UA-248-PHX-ORD,12:52 PMDec 17,~~,,5:16 PMDec 17,~~,
36078,foxbusiness,UA-248-PHX-ORD,12:52 PMDec 17,~~,,5:16 PMDec 17,~~,
36079,foxbusiness,UA-248-PHX-ORD,12:52 PMDec 17,~~,,5:16 PMDec 17,~~,
36082,allegiantair,UA-248-PHX-ORD,12:52 PMDec 17,~~,,5:16 PMDec 17,~~,
36083,allegiantair,UA-248-PHX-ORD,12:52 PMDec 17,~~,,5:16 PMDec 17,~~,
36088,boston,UA-248-PHX-ORD,12:52 PMDec 17,~~,,5:09 PMDec 17,~~,
36089,boston,UA-248-PHX-ORD,12:52 PMDec 17,~~,,5:09 PMDec 17,~~,
36090,orbitz,UA-248-PHX-ORD,12:52pDec 17,~~,~3~,5:20pDec 17,~~,C25
36091,orbitz,UA-248-PHX-ORD,12:52pDec 17,~~,~3~,5:20pDec 17,~~,C25
36092,orbitz,UA-248-PHX-ORD,1:02pDec 17,1:10pDec 17,~3~,5:12pDec 17,5:20pDec 17,C25
36093,orbitz,UA-248-PHX-ORD,1:02pDec 17,1:10pDec 17,~3~,5:12pDec 17,5:20pDec 17,C25
36094,ord,UA-248-PHX-ORD,2011-12-17 12:52 PM,~~,~3~,2011-12-17 5:12 PM,~~,C25
36095,ord,UA-248-PHX-ORD,2011-12-17 12:52 PM,~~,~3~,2011-12-17 5:12 PM,~~,C25
36098,mytripandmore,UA-248-PHX-ORD,1:02pDec 17,1:10pDec 17,~3~,5:12pDec 17,5:20pDec 17,C25
36099,mytripandmore,UA-248-PHX-ORD,1:02pDec 17,1:10pDec 17,~3~,5:12pDec 17,5:20pDec 17,C25
36122,ord,AA-2050-ORD-MIA,2011-12-17 10:40 AM,~~,L8,2011-12-17 2:45 PM,~~,D40
36123,mia,AA-2050-ORD-MIA,,~~,,2:45P 12-17-11,2011-12-17  3:05P,
36126,CO,~~CO-62-IAH-EWR~~,Sat._ Dec.17_ 2011 2:30 p.m.,Sat._ Dec.17_ 2011 2:32 p.m.,,Sat._ Dec.17_ 2011 6:52 p.m.,Sat._ Dec.17_ 2011 6:41 p.m.,
36127,airtravelcenter,~~CO-62-IAH-EWR~~,12/17/11 2:30 PM (-06:00),~~,,12/17/11 6:52 PM (-05:00),~~,
36128,myrateplan,~~CO-62-IAH-EWR~~,12/17/11 2:30 PM (-06:00),~~,,12/17/11 6:52 PM (-05:00),~~,
36129,helloflight,~~CO-62-IAH-EWR~~,12/17/11 2:30 PM (-06:00),~~,,12/17/11 6:52 PM (-05:00),~~,
36130,flytecomm,~~CO-62-IAH-EWR~~,12/17/11 2:30 PM (-06:00),~~,,12/17/11 6:52 PM (-05:00),~~,
36131,flights,~~CO-62-IAH-EWR~~,,2011-12-17 02:32 PM,~37~,,2011-12-17 06:41 PM,~74~
36132,businesstravellogue,~~CO-62-IAH-EWR~~,,2011-12-17 02:32 PM,~37~,,2011-12-17 06:41 PM,~74~
36133,flylouisville,~~CO-62-IAH-EWR~~,,2011-12-17 02:32 PM,~37~,,2011-12-17 06:41 PM,~74~
36134,flightstats,~~CO-62-IAH-EWR~~,2011-12-17 2:30 PM,2011-12-17 2:32 PM,,2011-12-17 6:52 PM,2011-12-17 6:41 PM,
36135,quicktrip,~~CO-62-IAH-EWR~~,2011-12-17 2:30 PM,2011-12-17 2:32 PM,,2011-12-17 6:52 PM,2011-12-17 6:41 PM,
36136,flightview,~~CO-62-IAH-EWR~~,,2:47 PMDec 17,,,6:41 PMDec 17,
36137,panynj,~~CO-62-IAH-EWR~~,,2:47 PMDec 17,,,6:41 PMDec 17,
36138,gofox,~~CO-62-IAH-EWR~~,,2:47 PMDec 17,,,6:41 PMDec 17,
36139,foxbusiness,~~CO-62-IAH-EWR~~,,2:47 PMDec 17,,,6:41 PMDec 17,
36140,allegiantair,~~CO-62-IAH-EWR~~,,2:47 PMDec 17,,,6:41 PMDec 17,
36141,boston,~~CO-62-IAH-EWR~~,,2:47 PMDec 17,,,6:26 PMDec 17,
36142,orbitz,~~CO-62-IAH-EWR~~,2:30pDec 17,2:32pDec 17,~37~,6:52pDec 17,6:41pDec 17,C74
36143,weather,~~CO-62-IAH-EWR~~,2011-12-17 02:30 PM,~~,,2011-12-17 06:52 PM,~~,
36144,flightarrival,~~CO-62-IAH-EWR~~,2011-12-17 02:30 PM,~~,,2011-12-17 06:52 PM,~~,
36145,aa,~~AA-59-JFK-SFO~~,December 17_ 2011               07:10 AM,December 17_ 2011               07:09 AM,~47~,December 17_ 2011               10:45 AM,December 17_ 2011               10:32 AM,58B
36146,flightexplorer,~~AA-59-JFK-SFO~~,,12/17/2011 7:50AM EST,,,12/17/2011 10:21AM PST,
36147,airtravelcenter,~~AA-59-JFK-SFO~~,,12/17/11 7:50 AM (-05:00),,,12/17/11 10:21 AM (-08:00),
36148,myrateplan,~~AA-59-JFK-SFO~~,,12/17/11 7:50 AM (-05:00),,,12/17/11 10:21 AM (-08:00),
36149,helloflight,~~AA-59-JFK-SFO~~,,12/17/11 7:50 AM (-05:00),,,12/17/11 10:21 AM (-08:00),
36150,flytecomm,~~AA-59-JFK-SFO~~,,12/17/11 7:50 AM (-05:00),,,12/17/11 10:21 AM (-08:00),
36151,flightaware,~~AA-59-JFK-SFO~~,2011-12-17 07:10AM EST,2011-12-17 07:50AM EST,~47~,2011-12-17 10:21AM PST,2011-12-17 10:26AM PST,58B
36152,wunderground,~~AA-59-JFK-SFO~~,2011-12-17 07:10AM EST,2011-12-17 07:50AM EST,~47~,2011-12-17 10:21AM PST,2011-12-17 10:26AM PST,58B
36153,flights,~~AA-59-JFK-SFO~~,07:10 AM  Sat 17-Dec-2011,07:09 AM  Sat 17-Dec-2011,C47,10:45 AM  Sat 17-Dec-2011,10:32 AM  Sat 17-Dec-2011,58B
36154,businesstravellogue,~~AA-59-JFK-SFO~~,07:10 AM  Sat 17-Dec-2011,07:09 AM  Sat 17-Dec-2011,C47,10:45 AM  Sat 17-Dec-2011,10:32 AM  Sat 17-Dec-2011,58B
36155,flylouisville,~~AA-59-JFK-SFO~~,07:10 AM  Sat 17-Dec-2011,07:09 AM  Sat 17-Dec-2011,C47,10:45 AM  Sat 17-Dec-2011,10:32 AM  Sat 17-Dec-2011,58B
36156,flightstats,~~AA-59-JFK-SFO~~,2011-12-17 7:10 AM,2011-12-17 7:09 AM,,2011-12-17 10:45 AM,2011-12-17 10:32 AM,
36157,quicktrip,~~AA-59-JFK-SFO~~,2011-12-17 7:10 AM,2011-12-17 7:09 AM,,2011-12-17 10:45 AM,2011-12-17 10:32 AM,
36158,world-flight-tracker,~~AA-59-JFK-SFO~~,2011-12-17 7:10 AM,2011-12-17 7:09 AM,,2011-12-17 10:45 AM,2011-12-17 10:32 AM,
36159,flightview,~~AA-59-JFK-SFO~~,7:10 AM_ Dec 17,7:50 AM_ Dec 17,Terminal 8 - 47,10:45 AM_ Dec 17,10:32 AM_ Dec 17,Terminal 2 - 58B
36160,panynj,~~AA-59-JFK-SFO~~,7:10 AM_ Dec 17,7:50 AM_ Dec 17,Terminal 8 - 47,10:45 AM_ Dec 17,10:32 AM_ Dec 17,Terminal 2 - 58B
36161,gofox,~~AA-59-JFK-SFO~~,7:10 AM_ Dec 17,7:50 AM_ Dec 17,,10:45 AM_ Dec 17,10:32 AM_ Dec 17,
36162,foxbusiness,~~AA-59-JFK-SFO~~,7:10 AM_ Dec 17,7:50 AM_ Dec 17,Terminal 8 - 47,10:45 AM_ Dec 17,10:32 AM_ Dec 17,Terminal 2 - 58B
36163,allegiantair,~~AA-59-JFK-SFO~~,7:10 AM_ Dec 17,7:50 AM_ Dec 17,Terminal 8 - 47,10:45 AM_ Dec 17,10:32 AM_ Dec 17,Terminal 2 - 58B
36164,boston,~~AA-59-JFK-SFO~~,7:10 AM_ Dec 17,7:50 AM_ Dec 17,,10:45 AM_ Dec 17,10:27 AM_ Dec 17,
36165,travelocity,~~AA-59-JFK-SFO~~,Dec 17 - 7:10am,Dec 17 - 7:09am,47/8,Dec 17 - 10:45am,Dec 17 - 10:32am,58B
36166,orbitz,~~AA-59-JFK-SFO~~,7:10aDec 17,7:09aDec 17,~47~,10:45aDec 17,10:32aDec 17,58B
36167,weather,~~AA-59-JFK-SFO~~,2011-12-17 07:10 AM,2011-12-17 07:50 AM,,2011-12-17 10:45 AM,2011-12-17 10:21 AM,
36168,sfo,~~AA-59-JFK-SFO~~,,~~,,2011-12-17 10:45 AM,~~,~58~
36169,mytripandmore,~~AA-59-JFK-SFO~~,Dec 17 - 7:10am,Dec 17 - 7:09am,47/8,Dec 17 - 10:45am,Dec 17 - 10:32am,58B
36170,flightarrival,~~AA-59-JFK-SFO~~,7:10 AM_ Dec 17,7:50 AM_ Dec 17,,10:45 AM_ Dec 17,10:27 AM_ Dec 17,
36173,flightexplorer,AA-3823-LAX-DEN,12/17/2011 9:00PM PST,~~,,12/18/2011 12:15AM MST,~~,
36180,flights,AA-3823-LAX-DEN,09:00 PM  Sat 17-Dec-2011,~~,~44~,12:15 AM  Sun 18-Dec-2011,~~,A49
36181,businesstravellogue,AA-3823-LAX-DEN,09:00 PM  Sat 17-Dec-2011,~~,~44~,12:15 AM  Sun 18-Dec-2011,~~,A49
36182,flylouisville,AA-3823-LAX-DEN,09:00 PM  Sat 17-Dec-2011,~~,~44~,12:15 AM  Sun 18-Dec-2011,~~,A49
36186,flightview,AA-3823-LAX-DEN,9:00 PM_ Dec 17,~~,Terminal 4 - 44J,12:15 AM_ Dec 18,~~,A49
36187,panynj,AA-3823-LAX-DEN,9:00 PM_ Dec 17,~~,Terminal 4 - 44J,12:15 AM_ Dec 18,~~,A49
36188,gofox,AA-3823-LAX-DEN,9:00 PM_ Dec 17,~~,,12:15 AM_ Dec 18,~~,
36189,foxbusiness,AA-3823-LAX-DEN,9:00 PM_ Dec 17,~~,Terminal 4 - 44J,12:15 AM_ Dec 18,~~,A49
36190,allegiantair,AA-3823-LAX-DEN,9:00 PM_ Dec 17,~~,Terminal 4 - 44J,12:15 AM_ Dec 18,~~,A49
36193,orbitz,AA-3823-LAX-DEN,9:00pDec 17,~~,44J,12:15aDec 18,~~,A49
36194,weather,AA-3823-LAX-DEN,2011-12-17 09:00 PM,~~,,2011-12-17 12:15 AM,~~,
36195,den,AA-3823-LAX-DEN,,~~,,2011-12-17 12:15 AM,~~,A49
36196,usatoday,AA-3823-LAX-DEN,2011-12-17 09:00 PM,~~,,2011-12-17 12:15 AM,~~,
36197,mytripandmore,AA-3823-LAX-DEN,9:00pDec 17,~~,44J,12:15aDec 18,~~,A49
36200,aa,AA-2957-DFW-CVG,December 17_ 2011               07:55 AM,December 17_ 2011               07:50 AM,B8,December 17_ 2011               11:05 AM,December 17_ 2011               10:52 AM,~3~
36206,flightaware,AA-2957-DFW-CVG,2011-12-17 07:55AM CST,2011-12-17 08:04AM CST,B8,2011-12-17 10:58AM EST,2011-12-17 10:47AM EST,~3~
36207,wunderground,AA-2957-DFW-CVG,2011-12-17 07:55AM CST,2011-12-17 08:04AM CST,B8,2011-12-17 10:58AM EST,2011-12-17 10:47AM EST,~3~
36208,flights,AA-2957-DFW-CVG,07:55 AM  Sat 17-Dec-2011,07:50 AM  Sat 17-Dec-2011,B8,11:05 AM  Sat 17-Dec-2011,10:52 AM  Sat 17-Dec-2011,~3~
36209,businesstravellogue,AA-2957-DFW-CVG,07:55 AM  Sat 17-Dec-2011,07:50 AM  Sat 17-Dec-2011,B8,11:05 AM  Sat 17-Dec-2011,10:52 AM  Sat 17-Dec-2011,~3~
36210,flylouisville,AA-2957-DFW-CVG,07:55 AM  Sat 17-Dec-2011,07:50 AM  Sat 17-Dec-2011,B8,11:05 AM  Sat 17-Dec-2011,10:52 AM  Sat 17-Dec-2011,~3~
36220,orbitz,AA-2957-DFW-CVG,7:55aDec 17,7:50aDec 17,B8,11:05aDec 17,10:52aDec 17,~3~
36221,weather,AA-2957-DFW-CVG,2011-12-17 07:55 AM,~~,,2011-12-17 11:05 AM,~~,
36222,usatoday,AA-2957-DFW-CVG,2011-12-17 07:55 AM,~~,,2011-12-17 11:05 AM,~~,
36223,flightarrival,AA-2957-DFW-CVG,2011-12-17 07:55 AM,~~,,2011-12-17 11:05 AM,~~,
36232,flights,AA-3804-PHL-ORD,02:35 PM  Sat 17-Dec-2011,03:55 PM  Sat 17-Dec-2011,~7~,04:05 PM  Sat 17-Dec-2011,05:00 PM  Sat 17-Dec-2011,G10
36233,businesstravellogue,AA-3804-PHL-ORD,02:35 PM  Sat 17-Dec-2011,03:55 PM  Sat 17-Dec-2011,~7~,04:05 PM  Sat 17-Dec-2011,05:00 PM  Sat 17-Dec-2011,G10
36234,flylouisville,AA-3804-PHL-ORD,02:35 PM  Sat 17-Dec-2011,03:55 PM  Sat 17-Dec-2011,~7~,04:05 PM  Sat 17-Dec-2011,05:00 PM  Sat 17-Dec-2011,G10
36245,weather,AA-3804-PHL-ORD,2011-12-17 02:35 PM,~~,,2011-12-17 04:05 PM,~~,
36246,ord,AA-3804-PHL-ORD,2011-12-17 2:35 PM,~~,~7~,2011-12-17 4:05 PM,~~,G10
36247,phl,AA-3804-PHL-ORD,2011-12-17 2:35 PM,~~,A7,,~~,
36250,flightarrival,AA-3804-PHL-ORD,2011-12-17 02:35 PM,~~,,2011-12-17 04:05 PM,~~,
36271,ord,UA-664-ORD-PHL,2011-12-17 1:35 PM,~~,B11,2011-12-17 4:38 PM,~~,D9
36272,phl,UA-664-ORD-PHL,,~~,,2011-12-17 4:38 PM,~~,D9
36292,weather,UA-6273-YYC-SFO,2011-12-17 07:45 AM,~~,,2011-12-17 09:53 AM,~~,
36293,usatoday,UA-6273-YYC-SFO,2011-12-17 07:45 AM,~~,,2011-12-17 09:53 AM,~~,
36314,weather,AA-4198-ORD-CLE,2011-12-17 10:40 AM,~~,,2011-12-17 12:55 PM,~~,
36315,ord,AA-4198-ORD-CLE,2011-12-17 10:40 AM,~~,G2B,2011-12-17 12:55 PM,~~,A3
36318,ua,UA-397-JFK-SFO,Sat_ Dec 17 8:25 AM,Sat_ Dec 17 8:19 AM,~9~,Sat_ Dec 17 12:14 PM,Sat_ Dec 17 11:30 AM,~81~
36324,flightaware,UA-397-JFK-SFO,2011-12-17 08:25AM EST,2011-12-17 08:43AM EST,~9~,2011-12-17 11:19AM PST,2011-12-17 11:20AM PST,~81~
36325,wunderground,UA-397-JFK-SFO,2011-12-17 08:25AM EST,2011-12-17 08:43AM EST,~9~,2011-12-17 11:19AM PST,2011-12-17 11:20AM PST,~81~
36326,flights,UA-397-JFK-SFO,08:25 AM  Sat 17-Dec-2011,08:19 AM  Sat 17-Dec-2011,~9~,12:14 PM  Sat 17-Dec-2011,11:30 AM  Sat 17-Dec-2011,~81~
36327,businesstravellogue,UA-397-JFK-SFO,08:25 AM  Sat 17-Dec-2011,08:19 AM  Sat 17-Dec-2011,~9~,12:14 PM  Sat 17-Dec-2011,11:30 AM  Sat 17-Dec-2011,~81~
36328,flylouisville,UA-397-JFK-SFO,08:25 AM  Sat 17-Dec-2011,08:19 AM  Sat 17-Dec-2011,~9~,12:14 PM  Sat 17-Dec-2011,11:30 AM  Sat 17-Dec-2011,~81~
36332,flightview,UA-397-JFK-SFO,8:25 AM_ Dec 17,8:44 AM_ Dec 17,~9~,12:14 PM_ Dec 17,11:30 AM_ Dec 17,Terminal 3 - 81
36333,panynj,UA-397-JFK-SFO,8:25 AM_ Dec 17,8:44 AM_ Dec 17,~9~,12:14 PM_ Dec 17,11:30 AM_ Dec 17,Terminal 3 - 81
36335,foxbusiness,UA-397-JFK-SFO,8:25 AM_ Dec 17,8:44 AM_ Dec 17,~9~,12:14 PM_ Dec 17,11:30 AM_ Dec 17,Terminal 3 - 81
36336,allegiantair,UA-397-JFK-SFO,8:25 AM_ Dec 17,8:44 AM_ Dec 17,~9~,12:14 PM_ Dec 17,11:30 AM_ Dec 17,Terminal 3 - 81
36338,travelocity,UA-397-JFK-SFO,Dec 17 - Not Available,Dec 17 - 8:43am,~9~,Dec 17 - Not Available,Dec 17 - 11:30am,~81~
36339,orbitz,UA-397-JFK-SFO,8:49aDec 17,8:43aDec 17,~9~,12:14pDec 17,11:30aDec 17,-
36341,sfo,UA-397-JFK-SFO,,~~,,2011-12-17 12:14 PM,~~,~81~
36343,mytripandmore,UA-397-JFK-SFO,8:49aDec 17,8:43aDec 17,~9~,12:14pDec 17,11:30aDec 17,-
36345,aa,AA-2268-PHX-ORD,December 17_ 2011               07:15 AM,December 17_ 2011               07:08 AM,~6~,December 17_ 2011               11:35 AM,December 17_ 2011               11:36 AM,K9
36351,flightaware,AA-2268-PHX-ORD,2011-12-17 07:15AM MST,2011-12-17 07:20AM MST,~6~,2011-12-17 11:26AM CST,2011-12-17 11:17AM CST,K9
36352,wunderground,AA-2268-PHX-ORD,2011-12-17 07:15AM MST,2011-12-17 07:20AM MST,~6~,2011-12-17 11:26AM CST,2011-12-17 11:17AM CST,K9
36353,flights,AA-2268-PHX-ORD,07:15 AM  Sat 17-Dec-2011,07:08 AM  Sat 17-Dec-2011,~6~,11:35 AM  Sat 17-Dec-2011,11:36 AM  Sat 17-Dec-2011,K9
36354,businesstravellogue,AA-2268-PHX-ORD,07:15 AM  Sat 17-Dec-2011,07:08 AM  Sat 17-Dec-2011,~6~,11:35 AM  Sat 17-Dec-2011,11:36 AM  Sat 17-Dec-2011,K9
36355,flylouisville,AA-2268-PHX-ORD,07:15 AM  Sat 17-Dec-2011,07:08 AM  Sat 17-Dec-2011,~6~,11:35 AM  Sat 17-Dec-2011,11:36 AM  Sat 17-Dec-2011,K9
36366,orbitz,AA-2268-PHX-ORD,7:15aDec 17,7:08aDec 17,~6~,11:35aDec 17,11:36aDec 17,K9
36368,ord,AA-2268-PHX-ORD,2011-12-17 7:15 AM,~~,~6~,2011-12-17 11:35 AM,~~,K9
36371,mytripandmore,AA-2268-PHX-ORD,7:15aDec 17,7:08aDec 17,~6~,11:35aDec 17,11:36aDec 17,K9
36374,airtravelcenter,CO-1250-MIA-IAH,12/17/11 2:45 PM (-05:00),~~,,12/17/11 4:46 PM (-06:00),~~,
36375,myrateplan,CO-1250-MIA-IAH,12/17/11 2:45 PM (-05:00),~~,,12/17/11 4:46 PM (-06:00),~~,
36376,helloflight,CO-1250-MIA-IAH,12/17/11 2:45 PM (-05:00),~~,,12/17/11 4:46 PM (-06:00),~~,
36377,flytecomm,CO-1250-MIA-IAH,12/17/11 2:45 PM (-05:00),~~,,12/17/11 4:46 PM (-06:00),~~,
36378,flights,CO-1250-MIA-IAH,,2011-12-17 02:42 PM,G15,,2011-12-17 04:36 PM,~2~
36379,businesstravellogue,CO-1250-MIA-IAH,,2011-12-17 02:42 PM,G15,,2011-12-17 04:36 PM,~2~
36380,flylouisville,CO-1250-MIA-IAH,,2011-12-17 02:42 PM,G15,,2011-12-17 04:36 PM,~2~
36390,weather,CO-1250-MIA-IAH,2011-12-17 02:45 PM,~~,,2011-12-17 04:46 PM,~~,
36393,aa,AA-1221-MCO-ORD,December 17_ 2011               08:00 PM,December 17_ 2011               07:52 PM,~15~,December 17_ 2011               09:50 PM,December 17_ 2011               09:54 PM,K1
36399,flightaware,AA-1221-MCO-ORD,2011-12-17 08:00PM EST,2011-12-17 08:05PM EST,~15~,2011-12-17 09:43PM CST,2011-12-17 09:39PM CST,K1
36400,wunderground,AA-1221-MCO-ORD,2011-12-17 08:00PM EST,2011-12-17 08:05PM EST,~15~,2011-12-17 09:43PM CST,2011-12-17 09:39PM CST,K1
36401,flights,AA-1221-MCO-ORD,08:00 PM  Sat 17-Dec-2011,07:52 PM  Sat 17-Dec-2011,~15~,09:50 PM  Sat 17-Dec-2011,09:54 PM  Sat 17-Dec-2011,K1
36402,businesstravellogue,AA-1221-MCO-ORD,08:00 PM  Sat 17-Dec-2011,07:52 PM  Sat 17-Dec-2011,~15~,09:50 PM  Sat 17-Dec-2011,09:54 PM  Sat 17-Dec-2011,K1
36403,flylouisville,AA-1221-MCO-ORD,08:00 PM  Sat 17-Dec-2011,07:52 PM  Sat 17-Dec-2011,~15~,09:50 PM  Sat 17-Dec-2011,09:54 PM  Sat 17-Dec-2011,K1
36413,orbitz,AA-1221-MCO-ORD,8:00pDec 17,7:52pDec 17,~15~,9:50pDec 17,9:54pDec 17,K1
36414,weather,AA-1221-MCO-ORD,2011-12-17 08:00 PM,~~,,2011-12-17 09:50 PM,~~,
36415,ord,AA-1221-MCO-ORD,2011-12-17 8:00 PM,~~,~15~,2011-12-17 9:50 PM,~~,K1
36416,mco,AA-1221-MCO-ORD,2011-12-17 Sat  20:00,~~,15?,,~~,
36417,flightwise,AA-1221-MCO-ORD,2011-12-17 08:00PM EST,2011-12-17 08:05PM EST,~15~,2011-12-17 09:43PM CST,2011-12-17 09:39PM CST,K1
36440,ua,UA-414-LAX-SFO,Sat_ Dec 17 6:00 AM,Sat_ Dec 17 5:50 AM,~83~,Sat_ Dec 17 7:26 AM,Sat_ Dec 17 7:20 AM,~90~
36446,flights,UA-414-LAX-SFO,,2011-12-17 05:50 AM,~83~,,2011-12-17 07:20 AM,~90~
36447,businesstravellogue,UA-414-LAX-SFO,,2011-12-17 05:50 AM,~83~,,2011-12-17 07:20 AM,~90~
36448,flylouisville,UA-414-LAX-SFO,,2011-12-17 05:50 AM,~83~,,2011-12-17 07:20 AM,~90~
36457,travelocity,UA-414-LAX-SFO,Dec 17 - Not Available,Dec 17 - 6:11am,~83~,Dec 17 - Not Available,Dec 17 - 7:20am,~90~
36458,orbitz,UA-414-LAX-SFO,6:21aDec 17,6:11aDec 17,~83~,7:26aDec 17,7:20aDec 17,~90~
36459,orbitz,UA-414-LAX-SFO,6:00aDec 17,5:50aDec 17,~83~,7:26aDec 17,7:20aDec 17,~90~
36460,weather,UA-414-LAX-SFO,2011-12-17 06:00 AM,~~,,2011-12-17 07:26 AM,~~,
36461,sfo,UA-414-LAX-SFO,,~~,,2011-12-17 7:26 AM,~~,~90~
36463,mytripandmore,UA-414-LAX-SFO,6:21aDec 17,6:11aDec 17,~83~,7:26aDec 17,7:20aDec 17,~90~
36466,airtravelcenter,UA-3373-IAD-PHL,12/17/11 8:30 AM (-05:00),~~,,12/17/11 9:25 AM (-05:00),~~,
36467,myrateplan,UA-3373-IAD-PHL,12/17/11 8:30 AM (-05:00),~~,,12/17/11 9:25 AM (-05:00),~~,
36468,helloflight,UA-3373-IAD-PHL,12/17/11 8:30 AM (-05:00),~~,,12/17/11 9:25 AM (-05:00),~~,
36469,flytecomm,UA-3373-IAD-PHL,12/17/11 8:30 AM (-05:00),~~,,12/17/11 9:25 AM (-05:00),~~,
36483,weather,UA-3373-IAD-PHL,2011-12-17 08:30 AM,~~,,2011-12-17 09:25 AM,~~,
36484,phl,UA-3373-IAD-PHL,,~~,,2011-12-17 9:25 AM,~~,D7
36509,mia,AA-2525-DFW-MIA,,~~,,11:10A 12-17-11,2011-12-17  11:02A,
36538,CO,~~CO-16-LAX-EWR~~,Sat._ Dec.17_ 2011 10:25 a.m.,Sat._ Dec.17_ 2011 10:29 a.m.,,Sat._ Dec.17_ 2011 6:39 p.m.,Sat._ Dec.17_ 2011 6:55 p.m.,
36539,airtravelcenter,~~CO-16-LAX-EWR~~,12/17/11 10:25 AM (-08:00),~~,,12/17/11 6:39 PM (-05:00),~~,
36540,myrateplan,~~CO-16-LAX-EWR~~,12/17/11 10:25 AM (-08:00),~~,,12/17/11 6:39 PM (-05:00),~~,
36541,helloflight,~~CO-16-LAX-EWR~~,12/17/11 10:25 AM (-08:00),~~,,12/17/11 6:39 PM (-05:00),~~,
36542,flytecomm,~~CO-16-LAX-EWR~~,12/17/11 10:25 AM (-08:00),~~,,12/17/11 6:39 PM (-05:00),~~,
36543,flights,~~CO-16-LAX-EWR~~,,2011-12-17 10:29 AM,~62~,,2011-12-17 06:55 PM,~83~
